0,28,36
0,19,45
0,19,45
1,40,24
0,24,40
1,34,30
1,50,14
1,48,16
1,37,27
0,23,41
1,43,21
0,14,50
0,31,33
1,35,29
0,24,40
1,44,20
0,26,38
1,37,27
1,43,21
0,22,42
1,34,30
0,31,33
1,34,30
1,39,25
0,22,42
1,49,15
1,37,27
1,39,25
0,25,39
0,25,39
1,33,31
1,39,25
1,34,30
0,17,47
1,36,28
1,34,30
0,16,48
0,28,36
1,36,28
0,23,41
0.5,32,32
1,48,16
1,37,27
0,25,39
1,34,30
0,29,35
1,42,22
0,30,34
1,33,31
0,15,49
0,25,39
1,37,27
0.5,32,32
0,28,36
1,38,26
1,40,24
0,30,34
1,37,27
0,14,50
0,31,33
0,16,48
0,31,33
0,30,34
1,37,27
0,24,40
0,31,33
1,43,21
1,33,31
0,16,48
1,35,29
0,29,35
0,20,44
1,37,27
1,41,23
1,35,29
1,50,14
0,31,33
0,30,34
0,28,36
0,28,36
0,18,46
1,37,27
0,25,39
1,34,30
0,27,37
1,33,31
0,23,41
0,12,52
1,34,30
1,36,28
0,28,36
0,15,49
1,37,27
0,30,34
1,42,22
1,39,25
1,47,17
1,33,31
0,20,44
0,24,40
